Date,Open,High,Low,Close          Close price adjusted for splits.,Adj Close,Volume
"Aug 2, 2021",169.3,170.25,169.1,169.61,169.61,"10,783,200"
"Jul 30, 2021",170.72,170.99,169.38,169.82,169.82,"7,391,700"
"Jul 29, 2021",170.7,171.52,170.67,171.17,171.17,"8,119,600"
"Jul 28, 2021",168.26,169.38,167.72,169.29,169.29,"7,905,800"
"Jul 27, 2021",168.73,168.91,167.93,168.44,168.44,"6,300,200"
"Jul 26, 2021",168.58,168.86,168.08,168.16,168.16,"5,229,800"
"Jul 23, 2021",168.5,168.88,167.95,168.56,168.56,"5,831,500"
"Jul 22, 2021",168.49,169.19,168.06,169.09,169.09,"4,793,600"
"Jul 21, 2021",168.33,169,168.14,168.76,168.76,"4,622,600"
"Jul 20, 2021",170.51,170.8,168.92,169.39,169.39,"6,540,100"
"Jul 19, 2021",169.51,169.91,168.89,169.61,169.61,"6,707,400"
"Jul 16, 2021",170.65,170.95,169.28,169.41,169.41,"9,460,300"
"Jul 15, 2021",170.89,171.3,170.34,171.07,171.07,"6,520,100"
"Jul 14, 2021",170.91,171.04,170.28,171.04,171.04,"8,830,300"
"Jul 13, 2021",169.51,169.9,168.93,169.22,169.22,"7,040,300"
"Jul 12, 2021",168.7,169.16,167.64,169,169,"7,315,400"
"Jul 9, 2021",168.84,169.62,168.66,169.21,169.21,"4,997,400"
"Jul 8, 2021",169.82,169.86,167.91,168.65,168.65,"7,244,300"
"Jul 7, 2021",168.72,169.23,168.19,168.76,168.76,"7,108,900"
"Jul 6, 2021",169.27,169.65,167.54,168.12,168.12,"7,932,100"
"Jul 2, 2021",167.35,167.72,166.4,167.29,167.29,"7,873,600"
"Jul 1, 2021",166.65,166.88,165.5,166.2,166.2,"7,430,500"
"Jun 30, 2021",164.57,166.1,164.29,165.63,165.63,"7,955,800"
"Jun 29, 2021",164.34,165.28,164.01,164.83,164.83,"7,451,400"
"Jun 28, 2021",166.68,166.91,166.36,166.58,166.58,"6,508,900"
"Jun 25, 2021",167.45,167.53,166.29,166.59,166.59,"7,473,700"
"Jun 24, 2021",167,167.23,166.01,166.04,166.04,"6,903,400"
"Jun 23, 2021",166.97,168.03,165.97,166.14,166.14,"8,474,300"
"Jun 22, 2021",166.35,166.92,166.01,166.25,166.25,"7,223,900"
"Jun 21, 2021",166.52,167.22,166,166.95,166.95,"8,371,000"
"Jun 18, 2021",166.14,166.72,164.87,164.93,164.93,"15,744,300"
"Jun 17, 2021",167.02,167.62,165.44,165.85,165.85,"27,232,200"
"Jun 16, 2021",173.91,174.47,171.03,171.11,171.11,"16,919,700"
"Jun 15, 2021",174.78,174.92,173.34,174.05,174.05,"7,550,200"
"Jun 14, 2021",173.16,175.06,172.95,174.71,174.71,"7,733,600"
"Jun 11, 2021",176.33,176.57,175.48,175.74,175.74,"7,836,900"
"Jun 10, 2021",176.7,177.85,176.48,177.74,177.74,"9,896,600"
"Jun 9, 2021",177.38,177.8,176.78,176.98,176.98,"6,346,100"
"Jun 8, 2021",177.23,177.54,176.37,177.32,177.32,"5,905,800"
"Jun 7, 2021",176.96,177.9,176.63,177.87,177.87,"7,709,100"
"Jun 4, 2021",176.65,177.57,176.61,177.16,177.16,"8,375,300"
"Jun 3, 2021",175.83,175.83,174.66,175.27,175.27,"10,153,900"
"Jun 2, 2021",178.34,178.78,177.97,178.77,178.77,"6,613,100"
"Jun 1, 2021",178.76,178.85,177.19,177.9,177.9,"9,143,300"
"May 28, 2021",177.46,178.43,177.24,178.38,178.38,"9,967,000"
"May 27, 2021",177.39,177.82,176.81,177.71,177.71,"7,993,000"
"May 26, 2021",178.37,178.61,177.04,177.64,177.64,"8,495,400"
"May 25, 2021",176.15,177.95,176.04,177.95,177.95,"8,986,900"
"May 24, 2021",176.15,176.59,175.87,176.35,176.35,"5,557,300"
"May 21, 2021",176.58,176.86,175.15,176.04,176.04,"7,677,200"
"May 20, 2021",175.32,176.46,175.11,175.96,175.96,"9,802,800"
"May 19, 2021",175.14,177,174.35,175.16,175.16,"20,741,100"
"May 18, 2021",175.18,175.21,174.46,175.04,175.04,"7,294,000"
"May 17, 2021",173.3,175,173.28,174.7,174.7,"11,956,800"
"May 14, 2021",172.05,172.7,171.82,172.69,172.69,"9,686,800"
"May 13, 2021",170.35,171.27,170.23,171.13,171.13,"8,078,300"
"May 12, 2021",171.43,171.84,170.35,170.43,170.43,"12,666,300"
"May 11, 2021",170.56,172.17,170.27,172.14,172.14,"8,348,200"
"May 10, 2021",172.74,172.84,171.78,172.11,172.11,"8,276,600"
"May 7, 2021",171.53,172.55,171,171.59,171.59,"14,748,600"
"May 6, 2021",167.95,170.29,167.92,170.06,170.06,"13,574,100"
"May 5, 2021",166.63,167.31,166.61,167.27,167.27,"5,950,000"
"May 4, 2021",167.69,168.55,165.5,166.58,166.58,"10,267,400"
"May 3, 2021",167.61,168.43,167.41,167.81,167.81,"9,014,700"
"Apr 30, 2021",165.86,166,165.24,165.66,165.66,"6,248,700"
"Apr 29, 2021",165.58,166.26,164.47,166.22,166.22,"9,067,600"
"Apr 28, 2021",165.75,166.96,165.49,166.91,166.91,"6,932,200"
"Apr 27, 2021",166.92,167.15,166.28,166.42,166.42,"5,363,500"
"Apr 26, 2021",166.63,166.87,166.05,166.84,166.84,"4,786,600"
"Apr 23, 2021",167.37,167.53,165.78,166.4,166.4,"7,106,400"
"Apr 22, 2021",167.11,167.53,166.49,167.04,167.04,"7,680,100"
"Apr 21, 2021",167.18,168.39,167.15,168.13,168.13,"8,380,200"
"Apr 20, 2021",165.65,166.81,165.62,166.48,166.48,"6,532,000"
"Apr 19, 2021",165.91,166.44,165.72,165.89,165.89,"5,721,700"
"Apr 16, 2021",166.24,166.81,165.94,166.35,166.35,"10,057,600"
"Apr 15, 2021",164.07,165.79,164.03,165.35,165.35,"8,250,600"
"Apr 14, 2021",162.77,163.05,162.3,162.72,162.72,"6,312,300"
"Apr 13, 2021",163.18,163.85,163.03,163.43,163.43,"6,995,900"
"Apr 12, 2021",162.73,162.8,161.81,162.28,162.28,"4,896,700"
"Apr 9, 2021",162.75,163.66,162.48,163.27,163.27,"6,657,900"
"Apr 8, 2021",164.17,164.77,164.14,164.51,164.51,"6,574,500"
"Apr 7, 2021",162.82,163.31,162.5,162.76,162.76,"5,436,000"
"Apr 6, 2021",162.79,163.53,162.75,163.22,163.22,"6,761,200"
"Apr 5, 2021",161.52,162.4,161.36,161.92,161.92,"6,163,800"
"Apr 1, 2021",161.56,162.11,161.28,161.98,161.98,"7,105,200"
"Mar 31, 2021",158.06,160.68,158.05,159.96,159.96,"10,623,800"
"Mar 30, 2021",157.94,158.2,157.55,157.57,157.57,"8,353,200"
"Mar 29, 2021",161.46,161.52,159.83,160.31,160.31,"8,409,300"
"Mar 26, 2021",161.71,162.73,161.65,162.24,162.24,"6,153,900"
"Mar 25, 2021",163.06,163.58,161.32,161.78,161.78,"8,398,600"
"Mar 24, 2021",162.21,162.89,161.94,162.37,162.37,"6,183,700"
"Mar 23, 2021",162.45,162.49,161.59,161.81,161.81,"6,048,300"
"Mar 22, 2021",162.27,163.13,162.16,163,163,"5,240,000"
"Mar 19, 2021",162.56,163.43,162.43,163.24,163.24,"6,868,900"
"Mar 18, 2021",161.15,162.82,161.11,162.56,162.56,"8,711,100"
"Mar 17, 2021",162.27,164.15,161.48,163.51,163.51,"12,626,700"
"Mar 16, 2021",162.36,163.2,161.81,162.35,162.35,"7,547,400"
"Mar 15, 2021",162.31,162.55,161.43,162.2,162.2,"8,104,500"
"Mar 12, 2021",159.54,161.69,159.35,161.49,161.49,"8,608,500"
"Mar 11, 2021",161.47,161.98,161.12,161.52,161.52,"6,749,200"
"Mar 10, 2021",161.06,161.78,160.66,161.66,161.66,"7,962,000"
"Mar 9, 2021",160.75,161.25,160.42,160.84,160.84,"10,382,600"
"Mar 8, 2021",158.58,158.74,157.13,157.49,157.49,"12,134,900"
"Mar 5, 2021",159.66,159.82,158.55,159.14,159.14,"12,821,600"
"Mar 4, 2021",160.6,161.46,158.43,159.04,159.04,"13,870,100"
"Mar 3, 2021",160.61,161.69,159.49,160.62,160.62,"13,059,900"
"Mar 2, 2021",161.93,162.93,161.22,162.41,162.41,"11,424,600"
"Mar 1, 2021",163.03,163.35,161.16,161.53,161.53,"13,828,300"
"Feb 26, 2021",165,165.1,160.95,161.81,161.81,"23,730,400"
"Feb 25, 2021",166.92,167.66,165.45,165.82,165.82,"16,359,400"
"Feb 24, 2021",167.65,169.14,167.15,169,169,"8,890,600"
"Feb 23, 2021",169.48,169.74,168.28,169.12,169.12,"8,616,800"
"Feb 22, 2021",168.54,169.89,168.3,169.51,169.51,"10,072,000"
"Feb 19, 2021",166.76,167.94,166.6,167.01,167.01,"8,273,500"
"Feb 18, 2021",166.98,167.3,165.73,166.32,166.32,"7,498,200"
"Feb 17, 2021",166.92,167.34,165.85,166.33,166.33,"11,400,700"
"Feb 16, 2021",168.14,170.07,167.73,168.24,168.24,"14,761,100"
"Feb 12, 2021",170.29,171.65,169.88,170.69,170.69,"6,018,900"
"Feb 11, 2021",172.7,172.87,170.71,171.21,171.21,"5,994,500"
"Feb 10, 2021",173.15,173.22,172.01,172.71,172.71,"6,112,800"
"Feb 9, 2021",172.57,173.03,171.75,172.08,172.08,"5,131,800"
"Feb 8, 2021",171.98,172.4,171.49,171.52,171.52,"6,887,500"
"Feb 5, 2021",168.99,170.18,168.67,169.81,169.81,"6,538,500"
"Feb 4, 2021",168.29,168.4,167.34,168.15,168.15,"13,736,600"
"Feb 3, 2021",172.36,172.59,171.5,171.85,171.85,"4,658,100"
"Feb 2, 2021",172.49,172.53,171.51,172.11,172.11,"7,221,700"
"Feb 1, 2021",175.02,175.26,174.06,174.23,174.23,"9,105,500"
"Jan 29, 2021",174.87,175.16,172.61,172.61,172.61,"11,252,800"
"Jan 28, 2021",174.28,174.73,172.04,172.68,172.68,"9,392,400"
"Jan 27, 2021",172.93,173.52,171.66,172.52,172.52,"9,036,500"
"Jan 26, 2021",173.98,174.26,173.42,173.62,173.62,"4,685,600"
"Jan 25, 2021",174.82,174.96,173.19,174.05,174.05,"5,936,800"
"Jan 22, 2021",172.89,174.29,172.35,173.9,173.9,"7,269,600"
"Jan 21, 2021",175.11,175.51,174.51,175.28,175.28,"7,246,800"
"Jan 20, 2021",174.37,175.47,173.82,175.39,175.39,"9,456,000"
"Jan 19, 2021",172.71,172.85,171.92,172.58,172.58,"7,485,700"
"Jan 15, 2021",172.84,173.07,170.98,171.13,171.13,"16,172,500"
"Jan 14, 2021",173.44,174.22,172.66,173.28,173.28,"13,522,700"
"Jan 13, 2021",173.68,174.46,173.05,173.37,173.37,"14,110,300"
"Jan 12, 2021",173.13,174.18,172.32,174.12,174.12,"9,798,500"
"Jan 11, 2021",172.14,173.68,172.03,173,173,"8,571,400"
"Jan 8, 2021",176.83,176.99,171.48,173.34,173.34,"24,399,900"
"Jan 7, 2021",179.69,179.92,178.84,179.48,179.48,"7,110,200"
"Jan 6, 2021",181.49,181.58,178.24,179.9,179.9,"18,453,500"
"Jan 5, 2021",182.87,183.21,181.82,182.87,182.87,"12,718,800"
"Jan 4, 2021",181.97,182.4,180.96,182.33,182.33,"14,331,400"
"Dec 31, 2020",178.07,178.4,177.32,178.36,178.36,"7,540,800"
"Dec 30, 2020",176.44,177.72,176.44,177.7,177.7,"5,914,000"
"Dec 29, 2020",176.25,176.97,175.57,176.35,176.35,"5,983,700"
"Dec 28, 2020",177.26,177.91,175.63,175.71,175.71,"7,778,700"
"Dec 24, 2020",175.55,176.37,175.51,176.35,176.35,"3,695,400"
"Dec 23, 2020",175.1,176.21,175.06,175.65,175.65,"6,542,800"
"Dec 22, 2020",176.2,176.34,174.34,174.49,174.49,"9,442,400"
"Dec 21, 2020",176.29,176.94,175.76,175.88,175.88,"8,168,900"
"Dec 18, 2020",176.65,176.98,176.1,176.44,176.44,"6,789,900"
"Dec 17, 2020",177.15,177.87,176.58,176.74,176.74,"9,475,800"
"Dec 16, 2020",174.13,175.02,173.02,174.9,174.9,"8,174,700"
"Dec 15, 2020",173.43,173.98,173.06,173.94,173.94,"6,840,500"
"Dec 14, 2020",171.91,172.52,170.91,171.54,171.54,"7,644,400"
"Dec 11, 2020",172.25,173.32,172.11,172.49,172.49,"6,084,800"
"Dec 10, 2020",172.9,173.58,171.7,172.17,172.17,"6,564,000"
"Dec 9, 2020",173.92,174.04,171.24,172.5,172.5,"10,743,200"
"Dec 8, 2020",175.51,175.93,174.72,175.5,175.5,"6,348,400"
"Dec 7, 2020",172.56,175.29,172.51,174.89,174.89,"10,555,100"
"Dec 4, 2020",172.78,173.32,171.59,172.32,172.32,"10,098,600"
"Dec 3, 2020",172.64,172.85,171.08,172.81,172.81,"10,457,300"
"Dec 2, 2020",170.57,171.76,170.15,171.46,171.46,"9,199,700"
"Dec 1, 2020",169.76,170.48,169.3,170.18,170.18,"13,533,300"
"Nov 30, 2020",166.68,167.43,166.03,166.67,166.67,"13,210,000"
"Nov 27, 2020",166.9,167.83,166.78,167.79,167.79,"10,569,100"
"Nov 25, 2020",169.98,170.52,169.24,169.51,169.51,"10,286,600"
"Nov 24, 2020",169.3,169.69,168.86,169.59,169.59,"19,504,000"
"Nov 23, 2020",175.1,175.24,171.78,172.23,172.23,"15,510,600"
"Nov 20, 2020",176.12,176.38,175.58,175.69,175.69,"6,379,400"
"Nov 19, 2020",174.3,175.22,174.17,175.16,175.16,"6,965,100"
"Nov 18, 2020",176.26,176.86,175.35,175.49,175.49,"7,384,700"
"Nov 17, 2020",177.25,177.44,176.09,176.5,176.5,"8,229,100"
"Nov 16, 2020",177.23,177.91,176.87,177.15,177.15,"8,358,500"
"Nov 13, 2020",177.65,177.8,176.84,177.16,177.16,"6,469,800"
"Nov 12, 2020",176.04,176.77,175.84,175.96,175.96,"7,167,900"
"Nov 11, 2020",174.7,175.28,174.44,174.9,174.9,"9,008,500"
"Nov 10, 2020",176.75,176.91,175.66,175.66,175.66,"11,728,500"
"Nov 9, 2020",176.42,176.45,173.64,175.08,175.08,"29,800,700"
"Nov 6, 2020",183.4,183.53,182.19,183.19,183.19,"10,378,300"
"Nov 5, 2020",181,183.29,180.97,182.93,182.93,"16,102,800"
"Nov 4, 2020",178.93,179.19,177.66,178.82,178.82,"11,117,300"
"Nov 3, 2020",178.95,179.39,178.3,178.92,178.92,"7,577,200"
"Nov 2, 2020",177.45,177.93,177.13,177.91,177.91,"6,498,400"
"Oct 30, 2020",177.18,177.36,175.95,176.2,176.2,"7,303,000"
"Oct 29, 2020",175.02,176.14,174.83,175.4,175.4,"8,474,500"
"Oct 28, 2020",176.45,176.85,175.44,176.13,176.13,"11,734,100"
"Oct 27, 2020",178.71,179.43,178.51,179.02,179.02,"5,826,900"
"Oct 26, 2020",178.75,179.14,178.22,178.55,178.55,"5,105,100"
"Oct 23, 2020",179.09,179.2,177.76,178.64,178.64,"5,919,300"
"Oct 22, 2020",178.88,179.03,177.72,178.83,178.83,"8,377,000"
"Oct 21, 2020",180.47,181.31,180.23,180.6,180.6,"7,548,100"
"Oct 20, 2020",178.54,179.67,178.08,179.25,179.25,"7,121,400"
"Oct 19, 2020",179.41,179.48,178.37,178.39,178.39,"6,084,400"
"Oct 16, 2020",179.22,179.32,178.13,178.3,178.3,"7,260,700"
"Oct 15, 2020",177.71,179.15,177.59,178.92,178.92,"6,815,400"
"Oct 14, 2020",179.09,179.59,178.27,178.27,178.27,"9,076,600"
"Oct 13, 2020",178.56,178.6,177.1,177.72,177.72,"8,384,300"
"Oct 12, 2020",180.57,180.83,180.19,180.56,180.56,"4,843,000"
"Oct 9, 2020",180.13,181.17,179.93,181.08,181.08,"15,979,800"
"Oct 8, 2020",178.18,178.45,176.67,177.85,177.85,"6,530,800"
"Oct 7, 2020",177.09,177.42,176.43,177.22,177.22,"6,410,900"
"Oct 6, 2020",180.16,180.37,177.05,177.3,177.3,"8,632,800"
"Oct 5, 2020",179.02,180.14,178.9,179.41,179.41,"6,969,600"
"Oct 2, 2020",178.69,179.29,178.16,178.54,178.54,"7,488,500"
"Oct 1, 2020",178.71,179.5,178.04,178.7,178.7,"10,402,800"
"Sep 30, 2020",177.71,178.61,176.66,177.12,177.12,"8,371,800"
"Sep 29, 2020",177.19,178.33,176.95,178.19,178.19,"8,718,500"
"Sep 28, 2020",175.83,176.81,175.09,176.7,176.7,"7,109,700"
"Sep 25, 2020",174.41,175.3,173.89,174.94,174.94,"6,779,200"
"Sep 24, 2020",174.36,176.24,173.77,175.44,175.44,"11,759,200"
"Sep 23, 2020",176.98,177.26,174.1,174.79,174.79,"18,134,000"
"Sep 22, 2020",179.63,180.02,178.11,178.65,178.65,"7,977,900"
"Sep 21, 2020",179.84,180.29,176.75,179.52,179.52,"17,436,100"
"Sep 18, 2020",183.07,184.09,182.64,183.2,183.2,"9,959,700"
"Sep 17, 2020",181.92,183.09,181.48,182.96,182.96,"8,836,200"
"Sep 16, 2020",184.98,185.01,183.33,183.97,183.97,"12,702,400"
"Sep 15, 2020",184.46,184.67,182.92,183.45,183.45,"7,993,700"
"Sep 14, 2020",183.57,184.3,183.39,183.89,183.89,"9,709,500"
"Sep 11, 2020",183.14,183.55,182.01,182.45,182.45,"7,662,300"
"Sep 10, 2020",184.23,184.68,182.28,182.46,182.46,"9,143,600"
"Sep 9, 2020",182.5,183.22,182.19,183.05,183.05,"8,424,100"
"Sep 8, 2020",179.5,182.27,179.02,181.29,181.29,"13,229,200"
"Sep 4, 2020",180.95,182.1,180.05,181.64,181.64,"11,567,900"
"Sep 3, 2020",182.3,182.82,180.49,181.14,181.14,"12,148,100"
"Sep 2, 2020",183.75,183.86,181.5,182.62,182.62,"11,536,900"
"Sep 1, 2020",186.99,186.99,184.33,185.05,185.05,"10,662,100"
"Aug 31, 2020",184.79,185.53,184.28,184.83,184.83,"10,251,200"
"Aug 28, 2020",183.98,185.4,183.4,184.39,184.39,"13,200,800"
"Aug 27, 2020",185,185.17,179.37,181.24,181.24,"16,299,200"
"Aug 26, 2020",180.26,183.58,180.2,183.36,183.36,"12,715,800"
"Aug 25, 2020",181.06,181.25,179.73,181.22,181.22,"10,056,100"
"Aug 24, 2020",182.91,182.93,180.69,181,181,"11,605,800"
"Aug 21, 2020",182.14,182.81,180.47,182.03,182.03,"12,713,700"
"Aug 20, 2020",181.19,183.71,180.93,183.5,183.5,"16,692,200"
"Aug 19, 2020",187.21,187.46,181.71,182.24,182.24,"24,646,900"
"Aug 18, 2020",189.18,189.4,185.63,188.18,188.18,"16,291,600"
"Aug 17, 2020",184.69,187.01,184.66,186.5,186.5,"15,709,800"
"Aug 14, 2020",183.44,183.72,181.49,182.54,182.54,"11,792,000"
"Aug 13, 2020",181.56,184.7,181.36,183.33,183.33,"18,596,800"
"Aug 12, 2020",182.61,183.1,179.04,179.1,179.1,"28,660,500"
"Aug 11, 2020",183.57,183.98,179.43,179.94,179.94,"45,355,000"
"Aug 10, 2020",191.2,192.61,189.66,190.15,190.15,"19,047,200"
"Aug 7, 2020",192.71,192.96,189.33,190.81,190.81,"24,570,200"
"Aug 6, 2020",193.74,194.45,192.52,193.89,193.89,"20,640,100"
"Aug 5, 2020",191.65,193.13,190.62,191.35,191.35,"27,078,100"
"Aug 4, 2020",185.61,189.6,185.21,189.59,189.59,"20,773,200"
"Aug 3, 2020",185.05,185.82,184.2,185.64,185.64,"12,897,000"
"Jul 31, 2020",184.51,185.75,184.17,185.43,185.43,"15,876,700"
"Jul 30, 2020",183.44,184.33,182.13,183.76,183.76,"18,061,200"
"Jul 29, 2020",184.01,186.14,182.39,185.13,185.13,"25,640,100"
"Jul 28, 2020",182.02,184.26,181.42,183.75,183.75,"21,164,600"
"Jul 27, 2020",181.85,182.83,181.53,182.23,182.23,"21,115,600"
"Jul 24, 2020",179.14,179.16,178.2,178.7,178.7,"15,601,300"
"Jul 23, 2020",176.17,178.41,175.65,177.18,177.18,"23,006,800"
"Jul 22, 2020",174.05,175.77,173.76,175.63,175.63,"18,712,500"
"Jul 21, 2020",172.53,173.25,172.31,173,173,"12,826,100"
"Jul 20, 2020",170.76,171.07,170.27,170.94,170.94,"10,095,500"
"Jul 17, 2020",169.94,170.27,169.61,170.12,170.12,"10,296,000"
"Jul 16, 2020",169.8,170,168.65,168.73,168.73,"10,242,400"
"Jul 15, 2020",169.62,170.43,169.39,170.34,170.34,"7,533,800"
"Jul 14, 2020",168.97,170.2,168.81,170.19,170.19,"9,812,700"
"Jul 13, 2020",170.29,170.42,169.16,169.4,169.4,"11,095,900"
"Jul 10, 2020",169.95,170.15,168.57,169.19,169.19,"8,218,000"
"Jul 9, 2020",170.48,170.64,168.78,169.63,169.63,"13,327,400"
"Jul 8, 2020",170.32,170.86,169.78,170.09,170.09,"11,662,700"
"Jul 7, 2020",167.41,169.04,167.38,169.04,169.04,"11,633,100"
"Jul 6, 2020",167.75,168,167.19,167.98,167.98,"7,265,700"
"Jul 2, 2020",166.2,167.24,166.02,166.98,166.98,"8,753,500"
"Jul 1, 2020",167.05,167.06,165.34,166.62,166.62,"13,214,800"
"Jun 30, 2020",166.31,167.99,166.19,167.37,167.37,"12,762,300"
"Jun 29, 2020",166.56,166.8,166.18,166.63,166.63,"6,735,700"
"Jun 26, 2020",164.87,166.56,164.22,166.54,166.54,"9,753,500"
"Jun 25, 2020",165.89,165.91,165.16,165.8,165.8,"7,093,800"
"Jun 24, 2020",166.01,166.99,165.45,165.9,165.9,"10,901,400"
"Jun 23, 2020",165.63,166.52,165.52,166.48,166.48,"12,137,300"
"Jun 22, 2020",165.06,165.73,164.41,165.09,165.09,"12,385,600"
"Jun 19, 2020",162.87,164.09,162.78,164.03,164.03,"12,187,400"
"Jun 18, 2020",162.2,162.32,161.44,162.24,162.24,"5,397,600"
"Jun 17, 2020",162,162.62,161.77,162.56,162.56,"4,758,200"
"Jun 16, 2020",161.85,162.69,161.36,162.25,162.25,"7,964,000"
"Jun 15, 2020",160.52,162.56,160.16,162.33,162.33,"8,532,500"
"Jun 12, 2020",163.41,163.88,162.56,162.62,162.62,"6,895,400"
"Jun 11, 2020",163.35,164.06,161.97,162.39,162.39,"11,673,900"
"Jun 10, 2020",162.1,163.63,160.52,163.57,163.57,"13,009,300"
"Jun 9, 2020",161.1,161.78,160.87,161.26,161.26,"9,045,600"
"Jun 8, 2020",158.9,159.86,158.47,159.72,159.72,"9,244,400"
"Jun 5, 2020",158.72,158.72,157.04,158.01,158.01,"16,021,200"
"Jun 4, 2020",161.14,161.87,159.84,161.28,161.28,"10,094,000"
"Jun 3, 2020",160.34,160.9,158.82,159.6,159.6,"17,000,500"
"Jun 2, 2020",163.89,164.08,161.86,162.6,162.6,"10,388,900"
"Jun 1, 2020",162.92,163.74,162.39,163.66,163.66,"8,140,200"
"May 29, 2020",162.58,163.4,162.32,162.91,162.91,"12,581,800"
"May 28, 2020",162.12,162.46,160.9,161.72,161.72,"9,758,500"
"May 27, 2020",159.42,161.34,159.2,161.18,161.18,"13,063,500"
"May 26, 2020",162.58,162.58,160.69,160.89,160.89,"13,972,000"
"May 22, 2020",162.88,163.47,162.74,163.21,163.21,"8,540,900"
"May 21, 2020",163.46,163.58,161.37,162.25,162.25,"11,791,000"
"May 20, 2020",164.54,164.96,163.89,164.65,164.65,"10,666,100"
"May 19, 2020",163.6,164.43,163.04,164.26,164.26,"8,535,800"
"May 18, 2020",164.33,164.5,162.41,162.69,162.69,"14,133,800"
"May 15, 2020",164.02,164.8,163.08,163.93,163.93,"13,918,800"
"May 14, 2020",161.53,163.34,161.51,163.01,163.01,"17,084,400"
"May 13, 2020",160.94,161.62,160.54,161.58,161.58,"10,950,400"
"May 12, 2020",160.3,160.95,159.72,160.04,160.04,"10,406,000"
"May 11, 2020",160.34,160.71,158.89,159.42,159.42,"11,209,800"
"May 8, 2020",161.08,162,160,160.42,160.42,"12,240,900"
"May 7, 2020",159.5,161.96,159.36,161.39,161.39,"13,691,700"
"May 6, 2020",158.99,159.81,158.1,158.95,158.95,"13,352,000"
"May 5, 2020",160.16,161.1,159.33,161.02,161.02,"10,563,100"
"May 4, 2020",160.33,160.95,159.91,160.34,160.34,"7,986,200"
"May 1, 2020",158,160.45,157.8,159.78,159.78,"10,914,300"
"Apr 30, 2020",160.22,160.82,158.13,158.8,158.8,"13,633,500"
"Apr 29, 2020",160.1,161.85,159.76,161.73,161.73,"12,232,300"
"Apr 28, 2020",160.89,160.98,159.16,160.84,160.84,"10,383,000"
"Apr 27, 2020",161.88,162,160.41,161.56,161.56,"9,033,500"
"Apr 24, 2020",163.13,163.31,160.89,162.64,162.64,"11,199,300"
"Apr 23, 2020",162.39,163.6,161.84,163.34,163.34,"14,928,500"
"Apr 22, 2020",160.5,161.74,160.42,161.73,161.73,"12,902,100"
"Apr 21, 2020",157.6,159.21,157.04,158.61,158.61,"12,478,100"
"Apr 20, 2020",158.62,160.22,158.46,159.7,159.7,"10,688,700"
"Apr 17, 2020",159.72,160.07,158.12,158.57,158.57,"14,652,700"
"Apr 16, 2020",161.88,163.15,160.65,161.71,161.71,"9,233,200"
"Apr 15, 2020",161.8,162.54,160.81,161.85,161.85,"12,141,900"
"Apr 14, 2020",162.73,164.42,161.78,162.68,162.68,"17,095,100"
"Apr 13, 2020",159.17,162.38,158.63,161.41,161.41,"20,549,200"
"Apr 9, 2020",158.08,159.08,157.21,158.69,158.69,"18,123,000"
"Apr 8, 2020",155.91,155.94,154.59,154.65,154.65,"7,600,800"
"Apr 7, 2020",155.33,156.14,154.38,156.04,156.04,"9,195,400"
"Apr 6, 2020",154.16,157.22,153.96,156.88,156.88,"14,739,300"
"Apr 3, 2020",152.23,153.09,151.66,152.65,152.65,"8,469,100"
"Apr 2, 2020",151.2,152.5,150.7,151.9,151.9,"9,188,300"
"Apr 1, 2020",148.2,150.08,147.85,149.45,149.45,"11,827,400"
"Mar 31, 2020",151.36,151.8,147.97,148.05,148.05,"13,319,500"
"Mar 30, 2020",152.41,153.08,151.57,152.92,152.92,"12,080,900"
"Mar 27, 2020",153,153.55,152,152.25,152.25,"9,824,600"
"Mar 26, 2020",153.31,154.81,152.08,153.24,153.24,"12,778,200"
"Mar 25, 2020",152.58,152.88,151.01,151.3,151.3,"16,457,200"
"Mar 24, 2020",153.5,155.66,152.05,153.4,153.4,"20,743,500"
"Mar 23, 2020",142.68,146.93,142.28,146.3,146.3,"28,275,200"
"Mar 20, 2020",140.71,141.17,139.14,140.11,140.11,"20,056,000"
"Mar 19, 2020",139.08,140.5,137.85,138.04,138.04,"20,828,900"
"Mar 18, 2020",141.75,142.88,138.5,140.7,140.7,"21,953,400"
"Mar 17, 2020",140.18,146.2,139.93,143.56,143.56,"24,490,300"
"Mar 16, 2020",137.56,142.96,136.12,141.64,141.64,"24,496,000"
"Mar 13, 2020",149.42,149.6,141.58,143.28,143.28,"35,177,200"
"Mar 12, 2020",151.53,151.55,146.85,147.79,147.79,"32,893,400"
"Mar 11, 2020",156.25,156.5,153.61,153.93,153.93,"18,159,900"
"Mar 10, 2020",156.18,156.41,154.39,154.48,154.48,"18,811,500"
"Mar 9, 2020",158.6,159.37,156.33,157.81,157.81,"24,868,700"
"Mar 6, 2020",158.33,159.25,154.54,157.55,157.55,"26,973,400"
"Mar 5, 2020",156.06,157.62,155.72,157.49,157.49,"17,973,500"
"Mar 4, 2020",154.4,154.96,153.7,154.16,154.16,"12,315,500"
"Mar 3, 2020",150.84,155.24,150.74,153.89,153.89,"28,687,700"
"Mar 2, 2020",150,150.73,149.04,149.2,149.2,"16,295,400"
"Feb 28, 2020",152.71,152.77,147.05,148.38,148.38,"42,699,600"
"Feb 27, 2020",155.58,156.27,153.9,154,154,"27,878,500"
